Address,City,State
"I-10, EXIT 582",San Antonio,TX
I-95 & EXIT 76,Midway                                  ,GA
"I-75, EXIT 138",Thomasville,GA
"I-40, EXIT 48 & US-93",Kingman,AZ
US-2 & US-71,Bemidji,MN
"I-90, EXIT 2",Post Falls,ID
"I-95/SR-405, EXIT 109 & SR-30/SR-21",Port Wentworth                          ,GA
"I-75, EXIT 320",Resaca,GA
"I-20, EXIT 454",Grand Prairie,TX
"I-70, EXIT 193/US-40",Bunker Hill,KS
"I-59, EXIT 4",Rising Fawn,GA
"I-59, EXIT 4",Rising Fawn,GA
"I-15, EXIT 1",Jean,NV
"I-275, EXIT 16",Lawrenceburg                            ,IN
"I-24, EXIT 24 & SR-49",Pleasant View,TN
"I-90, EXIT 48A",Corfu,NY
"I-90, EXIT 48A",Corfu,NY
"I-90, EXIT 48A",Corfu,NY
"I-90, EXIT 48A",Corfu,NY
"I-40, EXIT 140",Oklahoma City,OK
"I-20, EXIT 8",Shreveport,LA
"I-64, EXIT 94 & SR-1958 & US-60",Winchester,KY
"I-285, EXIT 53",Conley,GA
US-30 & SR-41,Gap,PA
"I-80/US-6, EXIT 155 & SR-117",Colfax,IA
"I-94, EXIT 64 & I-94 BUS",Dickinson,ND
"I-65, EXIT 164 & US-31",Hope Hull,AL
US-61/US-151,Dubuque,IA
"I-57, EXIT 283 & US-24",Gilman,IL
"I-57, EXIT 283 & US-24",Gilman,IL
"I-57, EXIT 283 & US-24",Gilman,IL
"I-57, EXIT 283 & US-24",Gilman,IL
US-20,Peosta,IA
I-69E/US-77 & SR-107,Combes,TX
"I-380, EXIT 68US-20, EXIT 68",Evansdale,IA
"I-95, EXIT 87",Richmond Hill,GA
"I-44, EXIT 61",Bois D Arc,MO
"I-16, EXIT 111",Pulaski                                 ,GA
"I-35, EXIT 43 & SR-207/CRG76",New Virginia,IA
"I-29, EXIT 75 & US-30",Missouri Valley,IA
"I-55, EXIT 67 & US-62",Sikeston,MO
"I-40, EXIT 194",Moriarty,NM
"I-35, EXIT 92 & US-136",Bethany,MO
"I-80/US-6, EXIT 93 & CR-P28",Stuart,IA
"US-63 & US-30, EXIT 202",Toledo,IA
"I-80, EXIT 17",Underwood                               ,IA
"I-81 BAILEYTON RD, EXIT 36",Greeneville,TN
US-74/US-76,Delco,NC
"I-94/US-52, EXIT 207 & SR-101",Rogers,MN
I-40 EXIT 74,Amarillo,TX
"I-29, EXIT 109 & SR-34",Colman,SD
US-63 & US-20,Waterloo,IA
"I-80, EXIT 216",Williamsburg,IA
"I-71, EXIT 62 & US-127",Glencoe,KY
"I-20, EXIT 556 & US-69",Lindale,TX
"I-84, EXIT 54(FEDERAL WAY)",Boise,ID
"I-84, EXIT 54(FEDERAL WAY)",Boise,ID
US-2 & US-95,Bonners Ferry,ID
US-12/US-95 & SR-128,Lewiston,ID
US-97 ALT,Wenatchee,WA
US-97 ALT,Wenatchee,WA
US-97 ALT,Wenatchee,WA
"I-65, EXIT 262B",Birmingham                              ,AL
"I-64, EXIT 282 & US-13",Virginia Beach,VA
"I-65, EXIT 22 & US-31A/SR-11",Cornersville,TN
"I-15, EXIT 392",Plymouth,UT
"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL
"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL
"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL
"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL
"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL
"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL
"I-90, EXIT 28",Fultonville,NY
"I-90, EXIT 28",Fultonville,NY
"I-24, EXIT 37 & US-45",Metropolis,IL
"I-74, EXIT 174",Mahomet,IL
"I-94/US-52, EXIT 61 & US-59/CR-82",Fergus Falls,MN
"I-95, EXIT 11B & US-58",Emporia,VA
"I-20, EXIT 5 & US-80",Greenwood,LA
"I-75, EXIT 329 & SR-44",Wildwood                                ,FL
"I-75, EXIT 329 & SR-44",Wildwood                                ,FL
"I-81,  EXIT 195",Lexington,VA
US-29/US-17/US-15,Warrenton,VA
"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL
"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL
"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL
"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL
"I-70, EXIT 147 & SR-1",Marshall                                ,IL
"I-70, EXIT 147 & SR-1",Marshall                                ,IL
"I-80, EXIT 145A",Mokena,IL
"I-80, EXIT 145A",Mokena,IL
"I-490, EXIT 2 & SR-33 & SR-19",Bergen,NY
"I-86, EXIT 30 & CR-20",Belmont,NY
"I-20 & I-30, EXIT 1B",Aledo,TX
"I-80, EXIT 290",Laramie                                 ,WY
"I-68/US-219, EXIT 14 & US-40",Accident,MD
"I-70, EXIT 39 & SR-3059",Smithton,PA
"I-70, EXIT 131",Straughn,IN
"I-94, EXIT 1 & SR-16",Beach,ND
"I-80, EXIT 259",West Liberty,IA
"I-75, EXIT 15",Monroe,MI
"I-75, EXIT 15",Monroe,MI
"I-75, EXIT 15",Monroe,MI
"I-75, EXIT 15",Monroe,MI
"I-20, EXIT 406",Weatherford,TX
"I-84 & US-20, EXIT 95",Mountain Home,ID
"I-84 & US-20, EXIT 95",Mountain Home,ID
"I-25, EXIT 11",Trinidad,CO
"I-20, EXIT 165",Lincoln,AL
"I-10, EXIT 848",Beaumont,TX
US-10 & SR-210,Motley,MN
"I-90, EXIT 274 & US-287",Three Forks,MT
"I-135, EXIT 31",Newton,KS
"I-135, EXIT 31",Newton,KS
"I-74, EXIT 32 & SR-17",Woodhull,IL
"I-74, EXIT 32 & SR-17",Woodhull,IL
"I-85, EXIT 149 & US-441",Commerce,GA
"I-20, EXIT 112 & FM-1936",Odessa,TX
"I-84, EXIT 35",Nampa                                   ,ID
"I-295, EXIT 56",Bordentown,NJ
"I-70, EXIT 45",Greenville,IL
"I-70, EXIT 45",Greenville,IL
"I-70, EXIT 45",Greenville,IL
"I-70, EXIT 45",Greenville,IL
"I-70, EXIT 45",Greenville,IL
"I-70, EXIT 45",Greenville,IL
"I-80 & I-90, EXIT 3",Wauseon                                 ,OH
"I-70, EXIT 41 & US-231",Cloverdale,IN
SR-250,Sandusky,OH
US-441/US-301/US/27/SR-500,Ocala,FL
"I-70 EXIT 164, & US-50",Green River,UT
"I-40, EXIT 398",Knoxville,TN
"I-10, EXIT 209 & US-5",La Place,LA
"I-75, EXIT 29",Corbin,KY
"I-65, EXIT 205 & US-31/SR-22",Clanton,AL
"I-81, EXIT 18",Rural Retreat                           ,VA
SR-54,Wisconsin Rapids,WI
"I-94, EXIT 110 & US-27",Marshall,MI
"I-94, EXIT 28 & SR-128",Wilson,WI
"I-90, EXIT 452",Billings,MT
US-301/SR-304,Centreville                             ,MD
US-1/US-9,Linden,NJ
"I-55,  EXIT 180",Pevely,MO
US-63 & E MARY ST,Ottumwa,IA
"I-44, EXIT 46 & SR-39/SR265",Mount Vernon,MO
"I-29 & US-136, EXIT 110",Rock Port,MO
"I-35, EXIT, 61 & US-69",Winston,MO
"I-35, EXIT 54 & I-35 BUS/US-36",Cameron,MO
"I-40, EXIT 44 & US-66",Kingman,AZ
"I-59, EXIT 97",Laurel                                  ,MS
US-61 & SR-6,Taylor,MO
"I-79, EXIT 137 & SR-310",Fairmont,WV
"I-59, EXIT 67 & US-49/SR-42",Hattiesburg,MS
"I-65, EXIT 130 & SR-334",Whitestown,IN
"I-80, EXIT 220 & SR-149",Williamsburg,IA
"I-29, EXIT 110 & US-136",Rock Port,MO
"I-44, EXIT 208 & SR-19",Cuba,MO
"I-70, EXIT 193",Quaker City                             ,OH
"US-78, EXIT 81 & SR-178",Belden,MS
"I-65, EXIT 6 & SR-100",Franklin,KY
"I-65, EXIT 255",Hobart,IN
"I-76, EXIT 161 & I-70",Breezewood,PA
I-95 & EXIT 106,Kenly,NC
"I-90 & I-94, EXIT 115",Poynette,WI
US-30,Montpelier,ID
"I-10, EXIT 53",Robertsdale,AL
"I-70, EXIT 70 & US-83",Oakley,KS
"I-95, EXIT 75",Dunn,NC
"I-80, EXIT 265",Atalissa,IA
US-190,Eunice,LA
SR-37,Monett,MO
"I-95,  EXIT 109",Elkton,MD
US-36 & US-283,Norton,KS
"I-90, EXIT 160 & US-51",Edgerton,WI
US-67 & SR-278,Neelyville,MO
"I-40, EXIT 37",Candler,NC
"I-35, EXIT 215",Olathe,KS
"I-12, EXIT 42",Hammond                                 ,LA
US-54 & US-61,Pratt,KS
"I-95, EXIT 15E & US-1/US-9",Kearny,NJ
"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA
"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA
"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA
"I-65, EXIT 6 & SR-100",Franklin,KY
"I-81, EXIT 150 & US-220 ALT & US-11",Troutville,VA
"I-76, EXIT 232",North Lima                              ,OH
I-20 EXIT 5,Tallapoosa,GA
"I-35, EXIT 69",Northfield,MN
SR-53,Fremont,OH
"US-75, EXIT 118 & SR-3",Le Mars,IA
US-1/SR=4/SR-540 & US-220/SR-47,Wrens,GA
"I-75, EXIT 20",Manheim,PA
"I-15, EXIT 343",Ogden,UT
"I-10, EXIT 378",San Simon,AZ
"I-81 & I-77, EXIT 80",Max Meadows,VA
US 81,Concordia                               ,KS
"I-10 ,EXIT 200 & SR-84",Eloy,AZ
"I-10 ,EXIT 200 & SR-84",Eloy,AZ
"I-40, EXIT 48 & US-93",Kingman,AZ
"I-57, EXIT 283 & US-24",Gilman,IL
"I-57, EXIT 283 & US-24",Gilman,IL
"US-231 & SR-9001, EXIT 75",Beaver Dam,KY
US-54,Meade                                   ,KS
"US-79, EXIT 94",Caneyville,KY
"I-20, EXIT 8 & SR-526",Shreveport,LA
"I-15, EXIT 118",Idaho Falls                             ,ID
"I-65, EXIT 86",Glendale,KY
"I-95/SR-9, EXIT 201 & SR-520",Cocoa,FL
"I-5, EXIT 216",Halsey,OR
"I-75, EXIT 161",Punta Gorda,FL
"I-75, EXIT 161",Punta Gorda,FL
"I-75, EXIT 49",East Bernstadt                          ,KY
"I-70, EXIT 3",Hancock                                 ,MD
"I-55,  EXIT 40",Marston,MO
"I-70, EXIT 359 & US-24",Limon,CO
"I-77, EXIT 100 & 101",Mount Airy,NC
"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL
"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL
"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL
"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL
"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL
"I-30, EXIT 63 & SR-53",Gurdon,AR
I-70 EXIT 121 & US-40,Columbia,MO
US-60,Norwood,MO
"I-12, EXIT 40 & US-51 BUS",Hammond,LA
US-30,Columbus,NE
"I-20, EXIT 71 & US-21",Columbia,SC
"I-10, EXIT 36 & SR-397",Lake Charles,LA
"I-24, EXIT 16",Paducah,KY
"I-77, EXIT 111",North Canton,OH
"I-94, EXIT 147",Mandan,ND
"I-45 & FM 1603, EXIT 238",Rice,TX
US-84 & US-171,Mansfield                               ,LA
"I-82, EXIT 36",Yakima,WA
"I-65/US-52, EXIT 140 & SR-32",Lebanon                                 ,IN
"I-10, EXIT 182 & SR-22",Sorrento                                ,LA
"I-64, EXIT 43 & SR-395",Waddy,KY
US-59 & US-281,George West,TX
"I-90, EXIT 51 & I-291",Chicopee,MA
"I-40, EXIT 288 & SR-111",Cookeville,TN
"I-40, EXIT 24 & SR-209",Waynesville                             ,NC
I-90 EXIT 266 & CR-12,Dakota,MN
"I-57 & I-64, EXIT 95",Mount Vernon,IL
"I-57 & I-64, EXIT 95",Mount Vernon,IL
"I-57 & I-64, EXIT 95",Mount Vernon,IL
"I-20, EXIT 114 & US-441",Madison,GA
CR-13,Kadoka,SD
"I-94, EXIT 30",Benton Harbor,MI
US-131 BUS,Big Rapids,MI
US-131 BUS,Big Rapids,MI
US-131 BUS,Big Rapids,MI
US-287,Dalhart,TX
"I-95, EXIT 41A & SR-175 & US-1",Jessup,MD
"I-94, EXIT 45 & CR-B",Menomonie,WI
SR-53 & SR-46,Marlette,MI
"I-75, EXIT 18",Monroe                                  ,MI
"I-75, EXIT 18",Monroe                                  ,MI
"I-75, EXIT 18",Monroe                                  ,MI
"I-75, EXIT 18",Monroe                                  ,MI
"I-75, EXIT 18",Monroe                                  ,MI
"I-75,  EXIT 2",Lake Park,GA
"I-69, EXIT 105 & SR-52",Perry,MI
"I-69, EXIT 105 & SR-52",Perry,MI
"I-94, EXIT 274",Port Huron                              ,MI
"I-43, EXIT 107",Belgium                                 ,WI
"I-94, EXIT 12",Sawyer,MI
"I-94, EXIT 12",Sawyer,MI
"I-80, EXIT 192 & SR-880",Loganton,PA
"I-85, EXIT 86                 ",Linwood                                 ,NC
"I-90, EXIT 146",Alden,MN
"I-81, EXIT 72 & I-77, EXIT 41",Wytheville,VA
"I-5,  EXIT 278",Aurora,OR
"I-95, EXIT 8 & SR-88",Hardeeville,SC
"I-94, EXIT 115",Marshall,MI
"I-94, EXIT 115",Marshall,MI
"I-94, EXIT 115",Marshall,MI
"I-57,  EXIT 335",Monee,IL
"I-57,  EXIT 335",Monee,IL
"I-57,  EXIT 335",Monee,IL
"I-35, EXIT 59 & SR-21",Faribault,MN
ST 14 BYPASS,Mankato                                 ,MN
"I-94, EXIT 38",Rothsay,MN
I-94/US-52 EXIT 127 & US-71/SR-28,Sauk Centre,MN
CR-101,Shakopee,MN
"I-90, EXIT 233",Saint Charles,MN
"I-81,  EXIT 243 & US-11",Harrisonburg,VA
I-295 EXIT 47A,Mount Holly                             ,NJ
"I-55, EXIT 185 & US-67/US-61",Barnhart,MO
"I-94, EXIT 259 & SR- 89/CR-G",Lake Mills,WI
I-90 EXIT 55,Rapid City,SD
US-59 & LOOP 151,Texarkana                               ,TX
I-64 EXIT 41,Okawville,IL
"I-10, EXIT 372",Ozona                                   ,TX
I-29 EXIT 47 & SR-46,Beresford                               ,SD
SR-19,Perry,FL
"I-10 & SR-182, EXIT 101",Lafayette,LA
"I-85/US-460, EXIT 63A & US-1/US-460 BUS",Petersburg,VA
US-360,Amelia Court House,VA
"I-80/US-30, EXIT 99 & US-191/SR-373",Rock Springs,WY
"I-30, EXIT 78 & SR-7",Arkadelphia,AR
"I-30, EXIT 78 & SR-7",Arkadelphia,AR
US-70 & US-285,Roswell,NM
US-65 & US-36,Chillicothe,MO
"I-10, EXIT 465",Junction,TX
"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL
"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL
"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL
"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL
"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL
US-54,Deerfield,MO
"I-129/US-20/US-75,  EXIT 2",South Sioux City,NE
"I-77, EXIT 14 & US-58/US-221",Hillsville,VA
US-61,Eolia,MO
"I-25, EXIT 240",Longmont,CO
"I-70/US-40, EXIT 252",Salina,KS
"I-70/US-40, EXIT 252",Salina,KS
I-75 EXIT 110,Mendon,OH
US-61 & CR MM,Hannibal,MO
US-27/SR-25 & SR-826,Hialeah,FL
"I-35, EXIT 33",Holt                                    ,MO
US-54 & CR-HH,Fulton,MO
"I-80 & US-183, EXIT 257",Elm Creek,NE
US-23,Waverly                                 ,OH
"I-80, EXIT 263",Elm Creek,NE
"I-84, EXIT 353",Huntington,OR
US-167/SR-25,Batesville                              ,AR
"I-81,  EXIT 150",Troutville,VA
"I-10,  EXIT 4",Grand Bay,AL
"I-80/US-6, EXIT 284",Walcott,IA
"I-80/US-6, EXIT 284",Walcott,IA
I-70 & GRAIN VALLEY RD EXIT 24,Grain Valley,MO
US-71,Nevada,MO
"I-96, EXIT 77",Portland,MI
"I-96, EXIT 77",Portland,MI
"I-94, EXIT 167",Dexter,MI
"I-94, EXIT 167",Dexter,MI
"I-94, EXIT 167",Dexter,MI
"I-94, EXIT 167",Dexter,MI
US-322/US-22 & SR-35,Mifflintown,PA
"I-10, EXIT 115 & SR-347",Breaux Bridge                           ,LA
"I-24, EXIT 180B & US-27",Chattanooga,TN
"I-20, EXIT 205 & SR-46",Heflin,AL
US-65 & SR-J,Ozark,MO
"I-95/US-301, EXIT 33 & SR-602",Stony Creek,VA
"I-80, EXIT 29 & SR-8",Harrisville,PA
"I-90 & I-94, EXIT 108-A",Portage,WI
"I-55, EXIT 180",Pevely,MO
"I-41, EXIT 60 & SR-145",Richfield,WI
"I-87, EXIT 21B",West Coxsackie,NY
"I-40, EXIT 16 & US-40 BUS/US-66",Gallup,NM
US-2 /US-52,Minot,ND
I-10 EXIT 37,El Paso,TX
"I-29/US-71, EXIT 18 & SR-92",Platte City,MO
"I-20, EXIT 479",Dallas                                  ,TX
"I-70, EXIT 66 & SR- 54",South Vienna                            ,OH
"I-44 & SR-133, MM 145",Richland,MO
"I-70, EXIT 203",Foristell,MO
US-60/US-63,Cabool,MO
"I-10 & SR-347, EXIT 115",Breaux Bridge,LA
I-80 & I-90 EXIT 71,Perrysburg,OH
"I-29, EXIT 144 & US-169",Saint Joseph,MO
"I-35, EXIT 471 & US-77",Denton,TX
"I-90, EXIT 34",North Bend,WA
"I-90, EXIT 34",North Bend,WA
"I-90, EXIT 34",North Bend,WA
I-90/80-IN TOLL RD MM 22W,Portage,IN
"I-64, EXIT 94",Winchester,KY
"US-6/US-24/SR/CR-3, EXIT 41",Napoleon,OH
"I-40, EXIT 79",Milan,NM
US-71/US-136,Maryville,MO
"US-34, EXIT 258",West Burlington                         ,IA
"I-95, EXIT 126 & US-17/US-1",Fredericksburg,VA
"I-70, MID RIVERS MALL",Saint Peters,MO
"I-64, EXIT 28",Simpsonville,KY
"I-30 & US-270, EXIT 98A",Malvern,AR
US-27/SR-25 & US-98/US-700/SR-700/SR-66,Sebring,FL
US-24,Taylor,MO
"I-35, EXIT 72 & US-19",Pauls Valley                            ,OK
"I-35, EXIT 231 AND US-177",Braman,OK
"I-40 & I-75, EXIT 369",Knoxville,TN
I-69C/US-281 & FM-2812,Edinburg,TX
US-231/SR-75 & SR-20,Youngstown,FL
"I-80, EXIT 214",Rawlins,WY
US-71/SR-60,Windom,MN
"I-10, EXIT 1",Ehrenberg,AZ
ST 6 EAST,Batesville,MS
"I-30/US-67, EXIT 68 & SR-205",Rockwall,TX
I-90 &  US-20,Hampshire,IL
I-90 &  US-20,Hampshire,IL
I-90 &  US-20,Hampshire,IL
I-90 &  US-20,Hampshire,IL
I-90 &  US-20,Hampshire,IL
"I-80, EXIT 229",Battle Mountain,NV
US-287,Dumas,TX
"I-64, EXIT 92",Leavenworth                             ,IN
"I-64, EXIT 92",Leavenworth                             ,IN
"I-10, EXIT 34-B",Gulfport,MS
US-20,Fort Dodge,IA
"I-75, EXIT 41 & SR-80",London                                  ,KY
US-84,Laurel,MS
"I-59, EXIT 97 & US-84",Laurel,MS
US-281 & SR-5,Dunseith,ND
"I-40 & CEMETARY RD, EXIT 26",Sayre,OK
"I-84, EXIT 265",La Grande,OR
US-49,Richland,MS
"I-35, EXIT 305",Mathis,TX
"I-29, EXIT 79 & US-159",Forest City,MO
"I-80, EXIT 4   4",Wendover,UT
"I-15, EXIT 164",Boulder,MT
"I-196 & SR-40, EXIT 49",Holland,MI
"I-90, EXIT 426",Park City,MT
"I-90, EXIT 126 & SR-59",Gillette,WY
"I-29, EXIT 35                 ",Faucett                                 ,MO
"I-35, EXIT 500",Gainesville,TX
US-395,Pasco                                   ,WA
"I-81,  EXIT 36",Greeneville,TN
"I-90, EXIT 330",Livingston,MT
"I-81, EXIT 5 W",Hagerstown,MD
"I-15 & US-2, EXIT 363",Shelby                                  ,MT
"I-90, EXIT 249",Whitehall,MT
"I-40, EXIT 198",Flagstaff,AZ
"I-97, EXIT 10",Millersville,MD
SR-16,Charlotte,NC
"I-85, EXIT 150",Haw River,NC
"I-95/SR-405,  EXIT 87 & US-17/SR-25",Richmond Hill,GA
"I-84, EXIT 304",Baker City,OR
"I-25, EXIT 254",Johnstown                               ,CO
"I-95/SR-9, EXIT 147 & SR-60",Vero Beach,FL
"I-65, EXIT 215 & SR-114",Rensselaer                              ,IN
"I-95,  EXIT 109B",Elkton,MD
US-41,Gurnee                                  ,IL
US-41,Gurnee                                  ,IL
"I-65, EXIT 61",Franklin,TN
"I-40, EXIT 170 & US-601",Mocksville,NC
"I-29, EXIT 73",Sioux Falls                             ,SD
US-77,Fremont,NE
"I-65, EXIT 304 & SR-69",Cullman,AL
"I-91, EXIT 24",Whately,MA
"I-29/US-81, EXIT 65 & I-94 BUS/US-10",Fargo,ND
"I-29, EXIT 64",Fargo,ND
"I-29, EXIT 141 & US-2",Grand Forks,ND
"I-25, EXIT 128",Fountain,CO
"I-35 & ROUTE N, EXIT 106",Eagleville,MO
"I-94/US-52, EXIT 178 & SR-24",Clearwater,MN
US-2/US-52,Minot,ND
"I-10, EXIT 139",Grosse Tete,LA
"I-40, EXIT 161 & SR-391",North Little Rock,AR
"I-87, EXIT 32",Lewis,NY
"I-87, EXIT 32",Lewis,NY
"I-95, EXIT 68 & SR-61",Walterboro,SC
"I-78/US-22, EXIT 45 & SR-863",Kutztown,PA
"I-95, EXIT 89 & SR-802",Ashland,VA
US-6/CR-74,Hastings,NE
"I-10, EXIT 37",El Paso,TX
"I-10, EXIT 68",Deming,NM
"US-20, EXIT 11 & SR-140",Shrewsbury,MA
"I-80, EXIT 237 & US-283",Lexington,NE
"I-25, EXIT 135",Douglas,WY
"I-80, EXIT 19 & SR-659",Sparks,NV
US-81,Norfolk,NE
"I-30, EXIT 106",Malvern,AR
"I-70, EXIT 11 & CR-41",Valley Grove,WV
US- 22 & SR-322,Duncannon,PA
"I-77, EXIT 95 & SR-61",Charleston                              ,WV
"I-70, EXIT 47",Palisade,CO
US-20 & US-83,Valentine,NE
US-275,Wisner,NE
"I-95, EXIT 3",Portsmouth,NH
"I-85, EXIT 42",Tuskegee,AL
"I-82, EXIT 1 & US-730",Umatilla,OR
"I-8I, EXIT 77",Harrisburg,PA
"I-84, EXIT 216 & SR 331,",Pendleton,OR
SR-17MAHWA,Mahwah,NJ
"I-80 & US-189, EXIT 3",Evanston,WY
"I-80, EXIT 358 & I-25, EXIT 9 & US-30",Cheyenne,WY
"I-80, EXIT 68 & SR-374",Little America,WY
"I-84, EXIT 1",Montague,NJ
US-41,Fond Du Lac,WI
I-94  EXIT 4 & US-12,Hudson,WI
"I-41, EXIT 57 & SR-167",Richfield,WI
"I-90/I-94, EXIT 132 & US-51",De Forest,WI
US-41,Little Chute,WI
"I-90/I-94/I-39, EXIT 132 & US-51",De Forest,WI
"US-151, EXIT 26",Belmont,WI
"I-64, EXIT 39 & SR-34",Hurricane,WV
"I-5, EXIT 136B, SR-509",Tacoma,WA
"I-5, EXIT 136B, SR-509",Tacoma,WA
"I-90, EXIT 109 & US-97",Ellensburg                              ,WA
"I-90, EXIT 109 & US-97",Ellensburg                              ,WA
"I-90, EXIT 109 & US-97",Ellensburg                              ,WA
"I-5, EXIT 99",Tumwater,WA
"I-90, EXIT 286",Spokane,WA
"I-90, EXIT 286",Spokane,WA
"I-90, EXIT 286",Spokane,WA
"I-90, EXIT 286",Spokane,WA
"I-90, EXIT 286",Spokane,WA
"I-85, EXIT 4 & SR-93/SR-903",Bracey,VA
"I-95, EXIT 92 & SR-54",Ashland,VA
"I-264, EXIT 13B",Chesapeake,VA
"I-81 & I-64, EXIT 205",Raphine,VA
"I-80, EXIT 242",Coralville,IA
"I-15, EXIT 112",Beaver,UT
"I-80, EXIT 99",Tooele,UT
"I-15 & I-80 SR 201, EXIT 305",Salt Lake City,UT
"I-40, EXIT 74",Amarillo,TX
"I-10, EXIT 138",Van Horn,TX
US-64,Farmington,NM
US-84 & US-180,Snyder,TX
"I-20, EXIT 242",Sweetwater,TX
"I-27, EXIT 1C",Lubbock,TX
"I-20, EXIT 177 & US-87",Big Spring,TX
"I-10, EXIT 25",El Paso,TX
"I-35,  EXIT 204",San Marcos,TX
"I-24, EXIT 62",Antioch,TN
"I-65, EXIT 22 & US-31 ALT/SR-11",Cornersville,TN
"I-40 & SR-138, EXIT 68",Denmark,TN
"I-40, EXIT 197",Moriarty,NM
"I-65, EXIT 6",Ardmore,TN
US-12 & US-281,Aberdeen,SD
"I-90, EXIT 192 & I-90 BUS/US-83",Murdo,SD
"I-90, EXIT 61",Rapid City,SD
I-90 EXIT 399 & SR 115,Sioux Falls,SD
"I-95, EXIT 119",Manning,SC
"I-80, EXIT 42",Emlenton,PA
"I-81, EXIT 77 & SR-39",Harrisburg,PA
"I-80, EXIT 158",Milesburg,PA
"I-80, EXIT 232",Bloomsburg,PA
"I-80, EXIT 120",Clearfield,PA
"I-78, EXIT 10 (PA 645)",Myerstown,PA
"I-80 EXIT 78, & SR-36",Brookville,PA
"I-76 & US30, EXIT 161",Breezewood,PA
"I-15, EXIT 12",Jean,NV
"I-81, EXIT 52 & I-76, EXIT 226",Carlisle,PA
"I-80, EXIT 173 & SR-64",Lamar,PA
"I-80, EXIT 29 & SR-8",Harrisville,PA
"I-5, EXIT 307",Portland,OR
"I-84, EXIT 17",Troutdale,OR
"I-40, EXIT 140",Oklahoma City,OK
"I-40, EXIT 142",Oklahoma City,OK
"I-70 & US-42, EXIT 79",London,OH
"I-80 & SR 46, EXIT 223",Youngstown,OH
"I-80, EXIT 234",Hubbard,OH
"I-80 & I-280, EXIT 71",Perrysburg,OH
"SR-17, EXIT 66",Apalachin,NY
"SR-17, EXIT 66",Apalachin,NY
"I-70,  EXIT 10 & US-127",Eaton,OH
"I-90, EXIT 52E",Buffalo                                 ,NY
"I-90, EXIT 52E",Buffalo                                 ,NY
"I-70, EXIT 126 & SR-37",Hebron,OH
"I-90, EXIT 235 & SR-193",Kingsville,OH
"I-71, EXIT 65 & SR-435 & US-35",Jeffersonville,OH
"I-94, EXIT 260",Jamestown,ND
"I-94, EXIT 307",Tower City,ND
"I-26, EXIT 28",Saluda                                  ,NC
"I-90, EXIT 42",Phelps,NY
"I-90, EXIT 42",Phelps,NY
"I-85, EXIT 71",Salisbury,NC
"I-90 & RTE 22, EXIT B-3",Canaan,NY
"I-90 & RTE 22, EXIT B-3",Canaan,NY
"I-90, EXIT 58",Irving                                  ,NY
"I-90, EXIT 58",Irving                                  ,NY
"I-90, EXIT 28",Fultonville,NY
"SR-17, EXIT 63",Nichols,NY
"SR-17, EXIT 63",Nichols,NY
US-9W/SR-32,Glenmont,NY
US-9W/SR-32,Glenmont,NY
"I-40/US-54, EXIT 277 & US-84",Santa Rosa,NM
US-60,Clovis,NM
"I-10, EXIT 139",Las Cruces,NM
"I-10, VADO EXIT 155",Vado                                    ,NM
"I-40, EXIT 159D & I-25/US-85, EXIT 227",Albuquerque,NM
"I-40, EXIT 16 & HWY 66",Gallup,NM
"I-10, EXIT 81",Deming,NM
"I-25, EXIT 227 OR 225",Albuquerque,NM
"I-78/US-22, EXIT 7 & SR-173",Bloomsbury,NJ
"I-80, EXIT 4 & SR-94",Columbia,NJ
"I-295, EXIT 18A",Paulsboro,NJ
"I-78, EXIT 12 & US-22",Hampton                                 ,NJ
"I-15, EXIT 33",Las Vegas,NV
"I-15, EXIT 37",Las Vegas,NV
"I-80, EXIT 107",Big Springs,NE
"I-80, EXIT 305",Alda,NE
"I-80, EXIT 164 & CR-56C",Hershey,NE
"I-80, EXIT 126",Ogallala,NE
"I-80, EXIT 440 & SR-50, EXIT 440",Omaha,NE
